序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
911,BP301B Lining 立体编织系列,LI-NING BP301B,LI-NING,李宁,BP301B,LI-NING BP301B,BP301B Lining 立体编织系列；LI-NING BP301B；BP301B,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP301B,LI-NING BP301B,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
912,BP301C Lining 立体编织系列,LI-NING BP301C,LI-NING,李宁,BP301C,LI-NING BP301C,BP301C Lining 立体编织系列；LI-NING BP301C；BP301C,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP301C,LI-NING BP301C,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
940,N80 II N80二代 N802 N80II AYPL026 Lining 立体风刃,LI-NING N80,LI-NING,李宁,N80,LI-NING N80,N80 II N80二代 N802 N80II AYPL026 Lining 立体风刃；LI-NING N80；N80；N802；N80II；AYPL026,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N80,LI-NING N80,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
941,N80 S,LI-NING N80,LI-NING,李宁,N80,LI-NING N80,N80 S；LI-NING N80；N80,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N80,LI-NING N80,低置信对应-需人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
942,N80 TD N80TD AYPH006 风刃80TD Lining 立体风刃,LI-NING N80 TD,LI-NING,李宁,N80 TD,LI-NING N80 TD,N80 TD N80TD AYPH006 风刃80TD Lining 立体风刃；LI-NING N80 TD；N80；N80TD；AYPH006,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N80-TD,LI-NING N80 TD,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
944,N90 IV TD AYPM322 N904TD 904 N90四代TD Lining 立体风刃,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,N90 IV TD AYPM322 N904TD 904 N90四代TD Lining 立体风刃；LI-NING WOODS N90；N90；AYPM322；N904TD,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
945,N90 Ⅲ S N903S AYPK008 N90三代 Lining 立体风刃,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,N90 Ⅲ S N903S AYPK008 N90三代 Lining 立体风刃；LI-NING WOODS N90；N90；N903S；AYPK008,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
980,Turbo Charging N7 AYPH152 能量N7 TCN7 Lining 能量聚合,LI-NING N7,LI-NING,李宁,N7,LI-NING N7,Turbo Charging N7 AYPH152 能量N7 TCN7 Lining 能量聚合；LI-NING N7；N7；AYPH152；TCN7；能量聚合；能量,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N7,LI-NING N7,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
981,Turbo Charging N7 TD AYPL014 N7TD Lining 能量聚合,LI-NING TURBOCHARGING N7-TD,LI-NING,李宁,TURBOCHARGING N7-TD,LI-NING TURBOCHARGING N7-TD,Turbo Charging N7 TD AYPL014 N7TD Lining 能量聚合；LI-NING TURBOCHARGING N7-TD；N7；AYPL014；N7TD；能量聚合；能量,815,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TURBO-CHARGING-N7-TD,LI-NING TURBOCHARGING N7-TD,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
998,N9 Lining 超导纳米系列,LI-NING TB NANO 270 TB270,LI-NING,李宁,TB NANO 270 TB270,LI-NING TB NANO 270 TB270,N9 Lining 超导纳米系列；LI-NING TB NANO 270 TB270；N9；超导纳米,1030,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TB-NANO-270-TB270,LI-NING TB NANO 270 TB270,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
1005,TB NANO 201A TB201A Lining 超导纳米系列,LI-NING TB201A,LI-NING,李宁,TB201A,LI-NING TB201A,TB NANO 201A TB201A Lining 超导纳米系列；LI-NING TB201A；NANO201A；TB201A；超导纳米,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TB201A,LI-NING TB201A,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1008,TB NANO N10 AYPF292 Lining 超导纳米系列,LI-NING TB-NANO N10,LI-NING,李宁,TB-NANO N10,LI-NING TB-NANO N10,TB NANO N10 AYPF292 Lining 超导纳米系列；LI-NING TB-NANO N10；N10；AYPF292；超导纳米,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TB-NANO-N10,LI-NING TB-NANO N10,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
1020,Ultra Carbon 3000 UC3000 Lining 超碳系列,LI-NING UC3000,LI-NING,李宁,UC3000,LI-NING UC3000,Ultra Carbon 3000 UC3000 Lining 超碳系列；LI-NING UC3000；CARBON3000；UC3000,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3000,LI-NING UC3000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1021,Ultra Carbon 3020 UC3020 AYPE122,LI-NING UC3020,LI-NING,李宁,UC3020,LI-NING UC3020,Ultra Carbon 3020 UC3020 AYPE122；LI-NING UC3020；CARBON3020；UC3020；AYPE122,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3020,LI-NING UC3020,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1022,Ultra Carbon 3100 UC3100 Lining 超碳系列,LI-NING UC3100,LI-NING,李宁,UC3100,LI-NING UC3100,Ultra Carbon 3100 UC3100 Lining 超碳系列；LI-NING UC3100；CARBON3100；UC3100,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3100,LI-NING UC3100,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1023,Ultra Carbon 3120 UC3120 AYPE124,LI-NING UC3120,LI-NING,李宁,UC3120,LI-NING UC3120,Ultra Carbon 3120 UC3120 AYPE124；LI-NING UC3120；CARBON3120；UC3120；AYPE124,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3120,LI-NING UC3120,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1024,Ultra Carbon 3220 UC3220 AYPE126 Lining 超碳系列,LI-NING UC3220,LI-NING,李宁,UC3220,LI-NING UC3220,Ultra Carbon 3220 UC3220 AYPE126 Lining 超碳系列；LI-NING UC3220；CARBON3220；UC3220；AYPE126,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3220,LI-NING UC3220,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1025,Ultra Carbon 3300 UC3300 AYPE128,LI-NING UC3300,LI-NING,李宁,UC3300,LI-NING UC3300,Ultra Carbon 3300 UC3300 AYPE128；LI-NING UC3300；CARBON3300；UC3300；AYPE128,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3300,LI-NING UC3300,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1026,Ultra Carbon 3320 UC3320 AYPE128,LI-NING UC3320,LI-NING,李宁,UC3320,LI-NING UC3320,Ultra Carbon 3320 UC3320 AYPE128；LI-NING UC3320；CARBON3320；UC3320；AYPE128,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3320,LI-NING UC3320,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1027,Ultra Carbon 3500 UC3500 AYPE130 Lining 超碳系列,LI-NING UC3500,LI-NING,李宁,UC3500,LI-NING UC3500,Ultra Carbon 3500 UC3500 AYPE130 Lining 超碳系列；LI-NING UC3500；CARBON3500；UC3500；AYPE130,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3500,LI-NING UC3500,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1028,Ultra Carbon 3520 UC3520 Lining 超碳系列,LI-NING UC3520,LI-NING,李宁,UC3520,LI-NING UC3520,Ultra Carbon 3520 UC3520 Lining 超碳系列；LI-NING UC3520；CARBON3520；UC3520,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3520,LI-NING UC3520,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1029,Ultra Carbon 3600 UC3600 Lining 超碳系列,LI-NING UC3600,LI-NING,李宁,UC3600,LI-NING UC3600,Ultra Carbon 3600 UC3600 Lining 超碳系列；LI-NING UC3600；CARBON3600；UC3600,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3600,LI-NING UC3600,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1030,Ultra Carbon 3620 UC3620 Lining 超碳系列,LI-NING UC3620,LI-NING,李宁,UC3620,LI-NING UC3620,Ultra Carbon 3620 UC3620 Lining 超碳系列；LI-NING UC3620；CARBON3620；UC3620,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3620,LI-NING UC3620,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1031,Ultra Carbon 3700 UC3700 Lining 超碳系列,LI-NING UC3700,LI-NING,李宁,UC3700,LI-NING UC3700,Ultra Carbon 3700 UC3700 Lining 超碳系列；LI-NING UC3700；CARBON3700；UC3700,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3700,LI-NING UC3700,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1032,Ultra Carbon 3720 uc3720 Lining 超碳系列,LI-NING UC3720,LI-NING,李宁,UC3720,LI-NING UC3720,Ultra Carbon 3720 uc3720 Lining 超碳系列；LI-NING UC3720；CARBON3720；UC3720,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3720,LI-NING UC3720,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1033,Ultra Carbon 3900 UC3900 Lining 超碳系列,LI-NING UC3900,LI-NING,李宁,UC3900,LI-NING UC3900,Ultra Carbon 3900 UC3900 Lining 超碳系列；LI-NING UC3900；CARBON3900；UC3900,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3900,LI-NING UC3900,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1034,Ultra Carbon 3920 UC3920 AYPE136 Lining 超碳系列,LI-NING UC3920,LI-NING,李宁,UC3920,LI-NING UC3920,Ultra Carbon 3920 UC3920 AYPE136 Lining 超碳系列；LI-NING UC3920；CARBON3920；UC3920；AYPE136,420,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-UC3920,LI-NING UC3920,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1040,210Ti AYPD398 Lining 钛系列,LI-NING 210TI,LI-NING,李宁,210TI,LI-NING 210TI,210Ti AYPD398 Lining 钛系列；LI-NING 210TI；AYPD398,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-210TI,LI-NING 210TI,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1045,TP100A aypd138 Lining 钛系列,LI-NING TP100A,LI-NING,李宁,TP100A,LI-NING TP100A,TP100A aypd138 Lining 钛系列；LI-NING TP100A；TP100A；AYPD138,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP100A,LI-NING TP100A,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1046,TP100B AYPD132,LI-NING TP100B,LI-NING,李宁,TP100B,LI-NING TP100B,TP100B AYPD132；LI-NING TP100B；TP100B；AYPD132,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP100B,LI-NING TP100B,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1047,TP101A AYPD148,LI-NING TP101A,LI-NING,李宁,TP101A,LI-NING TP101A,TP101A AYPD148；LI-NING TP101A；TP101A；AYPD148,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP101A,LI-NING TP101A,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1048,TP101B AYPD144 Lining 钛系列,LI-NING TP101B,LI-NING,李宁,TP101B,LI-NING TP101B,TP101B AYPD144 Lining 钛系列；LI-NING TP101B；TP101B；AYPD144,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP101B,LI-NING TP101B,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1049,TP101C AYPD140,LI-NING TP101C,LI-NING,李宁,TP101C,LI-NING TP101C,TP101C AYPD140；LI-NING TP101C；TP101C；AYPD140,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP101C,LI-NING TP101C,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1058,锋影600 Ⅱ AYPV015 锋影600Ⅱ 锋影600二代 锋影600NEW BLADEX600NEW Lining 锋影系列,LI-NING BLADEX 600,LI-NING,李宁,BLADEX 600,LI-NING BLADEX 600,锋影600 Ⅱ AYPV015 锋影600Ⅱ 锋影600二代 锋影600NEW BLADEX600NEW Lining 锋影系列；LI-NING 锋影600 II 锋影600II 锋影600二代 锋影600NEW BLADEX600NEW；AYPV015；BLADEX600NEW；锋影,1080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影600-II-锋影600II-锋影600二代-锋影600NEW-BLADEX600NEW,LI-NING 锋影600 II 锋影600II 锋影600二代 锋影600NEW BLADEX600NEW,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1060,锋影700 荧光明黄 AYPU015 锋影700新色 BLADEX700新色 BX700新色 Lining 锋影系列,LI-NING BLADEX 700,LI-NING,李宁,BLADEX 700,LI-NING BLADEX 700,锋影700 荧光明黄 AYPU015 锋影700新色 BLADEX700新色 BX700新色 Lining 锋影系列；LI-NING 锋影700 荧光明黄 锋影700新色 BLADEX700新色 BX700新色；AYPU015；锋影,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影700-荧光明黄-锋影700新色-BLADEX700新色-BX700新色,LI-NING 锋影700 荧光明黄 锋影700新色 BLADEX700新色 BX700新色,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1063,锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P AYPW005 Lining 锋影系列,LI-NING BLADEX 800 POWER,LI-NING,李宁,BLADEX 800 POWER,LI-NING BLADEX 800 POWER,锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P AYPW005 Lining 锋影系列；LI-NING 锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P；BLADEX800POWER；AYPW005；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影800-POWER-锋影800POWER-BLADEX800POWER-锋影800P,LI-NING 锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1065,锋影800NEW AYPT331 锋影800新色 BLADEX800NEW Lining 锋影系列,LI-NING BLADEX 800NEW,LI-NING,李宁,BLADEX 800NEW,LI-NING BLADEX 800NEW,锋影800NEW AYPT331 锋影800新色 BLADEX800NEW Lining 锋影系列；LI-NING BLADEX 800NEW；AYPT331；BLADEX800NEW；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BLADEX-800NEW,LI-NING BLADEX 800NEW,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1068,锋影900MAX日 AYPT023 AYPT021 BLADEX900MAX日 锋影900MAX 锋影900日 Lining 锋影系列,LI-NING BLADEX 900,LI-NING,李宁,BLADEX 900,LI-NING BLADEX 900,锋影900MAX日 AYPT023 AYPT021 BLADEX900MAX日 锋影900MAX 锋影900日 Lining 锋影系列；LI-NING 锋影900MAX日 BLADEX900MAX日 锋影900MAX 锋影900日；AYPT023；AYPT021；锋影,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900MAX日-BLADEX900MAX日-锋影900MAX-锋影900日,LI-NING 锋影900MAX日 BLADEX900MAX日 锋影900MAX 锋影900日,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1070,锋影900MAX苏迪曼杯纪念款 900max 日月同辉 Lining 锋影系列,LI-NING BLADEX 900,LI-NING,李宁,BLADEX 900,LI-NING BLADEX 900,锋影900MAX苏迪曼杯纪念款 900max 日月同辉 Lining 锋影系列；LI-NING 锋影900MAX苏迪曼杯纪念 900MAX 日月同辉；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900MAX苏迪曼杯纪念-900MAX-日月同辉,LI-NING 锋影900MAX苏迪曼杯纪念 900MAX 日月同辉,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1072,锋影900New 大师赛配色 BLADEX900NEW AYPV085 2025深圳大师赛配色 Lining 锋影系列,LI-NING BLADEX 900 NEW,LI-NING,李宁,BLADEX 900 NEW,LI-NING BLADEX 900 NEW,锋影900New 大师赛配色 BLADEX900NEW AYPV085 2025深圳大师赛配色 Lining 锋影系列；LI-NING 锋影900NEW 大师赛配色 BLADEX900NEW 2025深圳大师赛配色；BLADEX900NEW；AYPV085；锋影,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900NEW-大师赛配色-BLADEX900NEW-2025深圳大师赛配色,LI-NING 锋影900NEW 大师赛配色 BLADEX900NEW 2025深圳大师赛配色,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1083,雷霆10 AXFORCE10 AYPU105 AYPU109 Lining 雷霆系列,LI-NING AXFORCE 10,LI-NING,李宁,AXFORCE 10,LI-NING AXFORCE 10,雷霆10 AXFORCE10 AYPU105 AYPU109 Lining 雷霆系列；LI-NING 雷霆10 AXFORCE10；AXFORCE10；AYPU105；AYPU109,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆10-AXFORCE10,LI-NING 雷霆10 AXFORCE10,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1085,雷霆100 二代 MAX AYPW047 AXFORCE100ⅡMAX Lining 雷霆系列,LI-NING AXFORCE 100,LI-NING,李宁,AXFORCE 100,LI-NING AXFORCE 100,雷霆100 二代 MAX AYPW047 AXFORCE100ⅡMAX Lining 雷霆系列；LI-NING 雷霆100 二代 MAX AXFORCE100IIMAX；AYPW047,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆100-二代-MAX-AXFORCE100IIMAX,LI-NING 雷霆100 二代 MAX AXFORCE100IIMAX,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1089,雷霆30 AXFORCE30 AYPV005 30EX,LI-NING AXFORCE 30,LI-NING,李宁,AXFORCE 30,LI-NING AXFORCE 30,雷霆30 AXFORCE30 AYPV005 30EX；LI-NING 雷霆30 AXFORCE30 30EX；AXFORCE30；AYPV005,480,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆30-AXFORCE30-30EX,LI-NING 雷霆30 AXFORCE30 30EX,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1095,雷霆80 AYPS002 AYPS004 AYPS006 AXFORCE80 雷霆AX80 AF80 Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 AYPS002 AYPS004 AYPS006 AXFORCE80 雷霆AX80 AF80 Lining 雷霆系列；LI-NING AXFORCE 80；AYPS002；AYPS004；AYPS006；AXFORCE80；AF80,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-80,LI-NING AXFORCE 80,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1098,雷霆80 Light AXFORCE80Light AYPV035 雷霆80L Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 Light AXFORCE80Light AYPV035 雷霆80L Lining 雷霆系列；LI-NING 雷霆80 LIGHT AXFORCE80LIGHT 雷霆80L；AXFORCE80LIGHT；AYPV035,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆80-LIGHT-AXFORCE80LIGHT-雷霆80L,LI-NING 雷霆80 LIGHT AXFORCE80LIGHT 雷霆80L,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1099,雷霆80 Ⅱ AYPW049 AXFORCE80Ⅱ 雷霆80二代 Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 Ⅱ AYPW049 AXFORCE80Ⅱ 雷霆80二代 Lining 雷霆系列；LI-NING 雷霆80 II AXFORCE80II 雷霆80二代；AYPW049,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆80-II-AXFORCE80II-雷霆80二代,LI-NING 雷霆80 II AXFORCE80II 雷霆80二代,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1102,雷霆90MAX 虎 礼盒版 AYPS065 AYPS063 AXFORCE90MAX 雷霆90虎礼盒 Lining 雷霆系列,LI-NING AXFORCE 90 MAX,LI-NING,李宁,AXFORCE 90 MAX,LI-NING AXFORCE 90 MAX,雷霆90MAX 虎 礼盒版 AYPS065 AYPS063 AXFORCE90MAX 雷霆90虎礼盒 Lining 雷霆系列；LI-NING 雷霆90MAX 虎 礼盒版 AXFORCE90MAX 雷霆90虎礼盒；AYPS065；AYPS063；AXFORCE90MAX,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90MAX-虎-礼盒版-AXFORCE90MAX-雷霆90虎礼盒,LI-NING 雷霆90MAX 虎 礼盒版 AXFORCE90MAX 雷霆90虎礼盒,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1103,雷霆90MAX 龙 礼盒版 AXFORCE90MAX AYPS065 AYPS063 雷霆90龙礼盒 Lining 雷霆系列,LI-NING AXFORCE 90 MAX,LI-NING,李宁,AXFORCE 90 MAX,LI-NING AXFORCE 90 MAX,雷霆90MAX 龙 礼盒版 AXFORCE90MAX AYPS065 AYPS063 雷霆90龙礼盒 Lining 雷霆系列；LI-NING 雷霆90MAX 龙 礼盒版 AXFORCE90MAX 雷霆90龙礼盒；AXFORCE90MAX；AYPS065；AYPS063,2080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90MAX-龙-礼盒版-AXFORCE90MAX-雷霆90龙礼盒,LI-NING 雷霆90MAX 龙 礼盒版 AXFORCE90MAX 雷霆90龙礼盒,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1105,雷霆90NEW马年限定 AXFORCE90NEW马年 Lining 雷霆系列,LI-NING AXFORCE 90,LI-NING,李宁,AXFORCE 90,LI-NING AXFORCE 90,雷霆90NEW马年限定 AXFORCE90NEW马年 Lining 雷霆系列；LI-NING 雷霆90NEW马年限定 AXFORCE90NEW马年,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90NEW马年限定-AXFORCE90NEW马年,LI-NING 雷霆90NEW马年限定 AXFORCE90NEW马年,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1106,雷霆JR AYPS085,LI-NING AXFORCE JR,LI-NING,李宁,AXFORCE JR,LI-NING AXFORCE JR,雷霆JR AYPS085；LI-NING AXFORCE JR；AYPS085,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-JR,LI-NING AXFORCE JR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1108,雷霆小钢炮 AYPT307 AYPT311 小钢炮 Lining 雷霆系列,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,LI-NING,李宁,雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,雷霆小钢炮 AYPT307 AYPT311 小钢炮 Lining 雷霆系列；LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列；AYPT307；AYPT311,300,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AYPT307-AYPT311,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
